bioproject_accession	biosample_id	biosample_accession	env_broad_scale_asserted	env_local_scale_asserted	env_medium_asserted	env_broad_scale_mined	env_local_scale_mined	env_medium_mined
PRJEB62460	35783063	SAMEA113600204	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783064	SAMEA113600205	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783065	SAMEA113600206	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783066	SAMEA113600207	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783067	SAMEA113600208	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783068	SAMEA113600209	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783069	SAMEA113600210	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783070	SAMEA113600211	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783071	SAMEA113600212	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783072	SAMEA113600213	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783073	SAMEA113600214	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783074	SAMEA113600215	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783075	SAMEA113600216	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783076	SAMEA113600217	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783077	SAMEA113600218	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783078	SAMEA113600219	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783079	SAMEA113600220	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783080	SAMEA113600221	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783081	SAMEA113600222	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783082	SAMEA113600223	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783083	SAMEA113600224	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783084	SAMEA113600225	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783085	SAMEA113600226	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783086	SAMEA113600227	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783087	SAMEA113600228	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783088	SAMEA113600229	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783089	SAMEA113600230	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783090	SAMEA113600231	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783091	SAMEA113600232	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783092	SAMEA113600233	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783093	SAMEA113600234	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783094	SAMEA113600235	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783095	SAMEA113600236	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783096	SAMEA113600237	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783097	SAMEA113600238	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783098	SAMEA113600239	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783099	SAMEA113600240	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783100	SAMEA113600241	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783101	SAMEA113600242	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783102	SAMEA113600243	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783103	SAMEA113600244	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783104	SAMEA113600245	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783105	SAMEA113600246	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783106	SAMEA113600247	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783107	SAMEA113600248	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783108	SAMEA113600249	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783109	SAMEA113600250	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783110	SAMEA113600251	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783111	SAMEA113600252	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783112	SAMEA113600253	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783113	SAMEA113600254	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783114	SAMEA113600255	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783115	SAMEA113600256	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783116	SAMEA113600257	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783117	SAMEA113600258	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783118	SAMEA113600259	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783119	SAMEA113600260	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783120	SAMEA113600261	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783121	SAMEA113600262	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783122	SAMEA113600263	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783123	SAMEA113600264	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783124	SAMEA113600265	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783125	SAMEA113600266	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783126	SAMEA113600267	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783127	SAMEA113600268	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783128	SAMEA113600269	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783129	SAMEA113600270	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783130	SAMEA113600271	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783131	SAMEA113600272	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783132	SAMEA113600273	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783133	SAMEA113600274	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783134	SAMEA113600275	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783135	SAMEA113600276	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783136	SAMEA113600277	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783137	SAMEA113600278	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783138	SAMEA113600279	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783139	SAMEA113600280	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783140	SAMEA113600281	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783141	SAMEA113600282	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783142	SAMEA113600283	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783143	SAMEA113600284	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783144	SAMEA113600285	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783145	SAMEA113600286	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783146	SAMEA113600287	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783147	SAMEA113600288	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783148	SAMEA113600289	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783149	SAMEA113600290	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783150	SAMEA113600291	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783151	SAMEA113600292	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783152	SAMEA113600293	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783153	SAMEA113600294	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783154	SAMEA113600295	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783155	SAMEA113600296	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783156	SAMEA113600297	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783157	SAMEA113600298	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783158	SAMEA113600299	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783159	SAMEA113600300	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783160	SAMEA113600301	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783161	SAMEA113600302	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783162	SAMEA113600303	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783163	SAMEA113600304	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
PRJEB62460	35783164	SAMEA113600305	urban biome	research facility	soil	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	soil [ENVO:00001998]
