	has_enum_range	has_preferred_unit	quantity_value	range_of_slot	angstrom	atmosphere	beats per minute	cardinal direction	centimeter	cm^2)	colony forming units per gram of dry weight	colony forming units per milliliter	cp at degree celsius	cubic centimeter per cubic centimeter	cubic feet	cubic meter	cubic meter per day	cubic meter per minute	cubic meter per second	day	days	degree	degree celsius	degrees	degrees api	dpi	ergs per square centimeter per second	g	gram	gram carbon per kilogram sample material	gram of air	gram per cubic centimeter	gram per cubic meter	gram per gram	gram per kilogram soil	gram per liter	gram per square meter	gram per square meter per day	grams	gray	hour	hours	inch	joule per degree celsius	kilogram	kilogram of air	kilogram per kilogram	kilogram per metre square	kilogram per square meter	kilopascal	kilowatt per square metre	kilowatts per square meter per day	knots	liter	liter per hour	liters per second	lumens per square meter	lux	md	meter	meter per second	meter per square second	microeinstein per square centimeter per second	microeinstein per square meter per second	microgram	microgram per cubic meter	microgram per gram	microgram per liter	microliter	micrometer	micromole oxygen per liter per hour	micromole per kilogram	micromole per liter	millibar	milliequivalent per liter	milligram	milligram chlorophyll a per cubic meter	milligram per cubic meter	milligram per cubic meter per day	milligram per kilogram	milligram per liter	milliliter	millimeter	millimeter mercury	millimeter per year	millisiemens per centimeter	millivolt	mol m-2 s-1	mol per liter per hour	mole per liter	mole per liter per hour	nanogram per liter	nanometer	number of cells per gram (or ml	number of photons per second per unit area	part per million	parts per billion	parts per million	per day	per month	per week	percent	percentage	pound	practical salinity unit	rad	square centimeter	square feet	square meter	ton	volts	weeks	year	years	FWD:{ambiguous_nucleotides};REV:{ambiguous_nucleotides}	^({add_recov_methods});{date_time_stamp}$	^({termLabel} \[{termID}\])|{integer}$	^{PMID}|{DOI}|{URL}$	^{PMID}|{DOI}|{URL}|{text}$	^{adapter_A_DNA_sequence};{adapter_B_DNA_sequence}$	^{agrochemical_name};{amount} {unit};{date_time_stamp}$	^{ambiguous_nucleotides}$	^{boolean};(?:adverse event|non-compliance|lost to follow up|other)$	^{duration}$	^{float} *- *{float} {unit}$	^{float} days$	^{integer} {text}$	^{integer} {text}}$	^{integer}%\s*ANI;\s*{integer}%\s*AF;\s*{text}$	^{lat} {lon}$	^{name};{float} {unit}$	^{particulate_matter_name};{float} {unit}$	^{room_name};{room_number}$	^{scientific_float}( *- *{scientific_float})? *{text}$	^{software};{version};{parameters}$	^{termLabel} \[{termID}\]$	^{text} \[{NCBItaxon_id}\]$	^{text}: {text}, {text}$	^{text}|({termLabel} \[{termID}\])$	^{text}|{PMID}|{DOI}|{URL}$	acid	act	activ	add	admin	age	air	al	alkalinity	am	amp	animal	annual	antibiotic	appr	area	assembly	avg	bac	bin	biocide	biol	biomass	biotic	blood	body	build	built	carb	ceil	check	chem	class	clean	climate	collect	color	comp	compl	cond	condt	cons	cont	contact	contam	content	cool	count	cover	crop	cult	cur	data	date	db	deliv	dem	density	depth	device	dew	diet	dioxide	dis	disease	disord	diss	dna	door	dur	env	environment	equip	event	exp	ext	extr	fam	farm	feat	ferm	fertilizer	finish	floor	fluid	food	frac	freq	frict	fw	gaseous	genome	geo	geol	growth	hcr	health	heat	heavy	height	hist	horizon	host	humidity	id	ident	inc	indoor	info	infra	inorg	intended	iron	isol	kit	label	land	last	lib	life	light	link	lithology	loc	local	location	lysis	mass	mat	matter	mean	med	media	medium	metal	metals	meth	method	microb	mode	moisture	mold	month	name	nitro	nose	nucl	num	number	nutr	occup	of	org	orient	otu	out	oxy	oxygen	pH	pack	param	part	particles	pc	pcr	percent	ph	phosp	phosphate	photosynt	plant	point	porosity	pos	precpt	pred	prep	preserv	press	pressure	primary	proc	prod	product	qual	quality	rate	recover	ref	regm	rel	rep	result	room	root	route	salinity	samp	san	sat	sc	scale	score	screen	season	seq	sequencing	serovar	sex	shading	share	shared	site	six	size	slope	software	soil	soluble	sort	source	space	spec	specific	spikein	sr	stage	start	stat	state	status	stor	store	struc	study	subspecf	sulfate	surf	suspend	symbiont	syst	target	tax	taxid	tech	temp	texture	thermal	throat	time	tot	train	transmission	transport	trav	treat	treatment	tvdss	typ	type	urogenit	use	vegetation	vel	ventilation	vfa	vol	wall	water	weather	well	wga	wind	window	x16s
samp_store_temp	False	True	True	string																			True																																																																																																															True																																																																																																																																																																																																												True																																			True													True																													
samp_subtype	True		False	SampSubtypeEnum																																																																																																																																																																																																																																																																																																																																														True																																																																													
samp_surf_moisture	True		False	SampSurfMoistureEnum																																																																																																																																																																																																																																																																																					True																																																									True																																								True																																					
samp_taxon_id	False		False	string																																																																																																																																					True																																																																																																												True																																																																																													True																																																																													
samp_time_out	False	True	False	string																																					True																																																																																																																																																																																																																																																															True																																										True																																																				True																									
samp_transport_cond	False	True	False	string																	True		True																																																																																																																																																													True																																																																																																																																																														True																																																								True																					
samp_transport_cont	True		False	SampTransportContEnum																																																																																																																																																																																			True																																																																																																																																																											True																																																								True																					
samp_transport_dur	False	True	False	string																	True																																																																																																							True																																																																																						True																																																																																																																																True																																																								True																					
samp_transport_temp	False	True	False	string																			True																																																																																																																																																																																																																																																																																																																											True																																																True								True																					
samp_tvdss	False	True	False	string																																																								True																																																																																																																																																																																																																																																																																						True																																																												True																	
samp_type	False		False	string																																																																																																																																				True																																																																																																																																																																																																										True																																																														True															
samp_vol_we_dna_ext	False	True	True	string																									True																																															True						True																									True																											True																																																																										True								True																																																																																																																										True																																																																					True								
samp_weather	True		False	SampWeatherEnum																																																																																																																																																																																																																																																																																																																																														True																																																																								True					
samp_well_name	False		False	string																																																																																																																																																																																																																																																																																								True																																																						True																																																																									True				
saturates_pc	False	True	False	string																																																																																																		True																													True																																																																																																																																																																													True		True																																																																																																													
sc_lysis_approach	True		False	ScLysisApproachEnum																																																																																																																																																																																																																																																																							True																																																																										True																																																																										
sc_lysis_method	False		False	string																																																																																																																																																																																																																																																																							True											True																																																															True																																																																										
season	False		False	string																																																																																																																																																																																																																																																																																																																																																					True																																																																						
season_environment	False		False	string																																																																																																																																																																																																																True																																																																																																																																					True																																																																						
season_humidity	False		False	float																																																																																																																																		True																																																																																																														True																																																																																																					True																																																																						
season_precpt	False	True	True	string																																																																															True																																																			True																																																																																																																																																																																					True																														True																																																																						
season_temp	False	True	True	string																			True																																																																																																															True																																																																																																																																																																																																																			True																																									True																													
season_use	True		False	SeasonUseEnum																																																																																																																																																																																																																																																																																																																																																					True																																																									True													
secondary_treatment	False		False	string																																																																																																																																																																																																																																																																																																																																																																																																									True																		
sediment_type	True		False	SedimentTypeEnum																																																																																																																																																																																																																																																																																																																																																																																																												True															
seq_meth	False		False	string																																																																																																																																							True																																																																																																																																										True																																																																					True																																																																					
seq_quality_check	True		False	SeqQualityCheckEnum																																																																																																																																																																							True																																																																																																																																																											True																				True																																																																					
sequencing_kit	False		False	string																																																																																																																																																																																																																																																											True																																																																																												True																																																																				
sequencing_location	False		False	string																																																																																																																																																																																																																																																																						True																																																																																	True																																																																				
serovar_or_serotype	False		False	string																																																																																																																	True																																																																																																																																																																																																																																							True																																																																			
sewage_type	False		False	string																																																																																																																																																																																																																																																																																																																																																																																																												True															
sexual_act	False		False	string																																																																																																																																										True																																																																																																																																																																																																																																																																																	
shad_dev_water_mold	True		False	MoldVisibilityEnum																																																																																																																																																																																																																																																																																						True																																																																																																																															True						
shading_device_cond	True		False	DamagedRupturedEnum																																																																																																																																																																																True																				True																																																																																																																																																						True																																																																	
shading_device_loc	True		False	ShadingDeviceLocEnum																																																																																																																																																																																																				True																																																																True																																																																																						True																																																																	
shading_device_mat	False		False	string																																																																																																																																																																																																				True																																																																					True																																																																																	True																																																																	
shading_device_type	True		False	ShadingDeviceTypeEnum																																																																																																																																																																																																				True																																																																																																																																																						True																																																		True															
sieving	False		False	string																																																																																																																																																																																																																																																																																																																																																																																																																											
silicate	False	True	True	string																																																																					True																																																													True																																																																																																																																																																																																																																																																																									
sim_search_meth	False		False	string																																																																																																																																			True																																																																																																																																														True																																																																																																																																										
size_frac	False		False	string																																																																																																																																																																																																																															True																																																																																																																																True																																																												
size_frac_low	False	True	True	string																																																																		True																																																																True																																																																																													True																																																																																																																																True																																																												
size_frac_up	False	True	True	string																																																																		True																																																																True																																																																																													True																																																																																																																																True																																																												
slope_aspect	False	True	True	string																		True																																																																																																																True																																																																																																																																																																																																																														True																																																											
slope_gradient	False	True	True	string																																																																																																			True																															True																																																																																																																																																																																																																														True																																																											
sludge_retent_time	False	True	True	string																																						True																																																																																												True																																																																																																																																																																																																																																																																True																									
smoker	False		False	boolean																																																																																																																																																																																																																																																																																																																																																																																																																											
sodium	False	True	True	string																																																																													True																	True																																				True																																																																																																																																																																																																																																																																																									
soil_conductivity	False	True	False	string																																																																																		True																																																True																																																																																																																																																																																																																																True																																																									
soil_cover	False		False	string																																																																																																																																																																																									True																																																																																																																																																																									True																																																									
soil_horizon	True		False	SoilHorizonEnum																																																																																																																																																																																																																																														True																																																																																																																				True																																																									
soil_pH	False		False	float																																																																																																																																																																																																																																																																																																							True																																																											True																																																									
soil_porosity	False	True	False	string																																																																																																			True																																																																																																																																																																																																																		True																																													True																																																									
soil_temp	False	True	False	string																			True																																																																																																															True																																																																																																																																																																																																																																True																												True																													
soil_texture	False		False	string																																																																																																																																		True																																																																																																																																																																																																																																True																													True																												
soil_texture_class	True		False	SoilTextureClassEnum																																																																																																																																																																									True																																																																																																																																																																																									True																													True																												
soil_texture_meth	False		False	string																																																																																																																		True																																																																																																																																																															True																																																																																	True																													True																												
soil_type	False		False	string																																																																																																																																																																																																																																																																																																																																																																		True																																										True															
soil_type_meth	False		False	string																																																																																																																		True																																																																																																																																																															True																																																																																	True																																										True															
solar_irradiance	False	True	True	string																							True																									True																																																																																		True																																																																																																																																																																																																																																																																																									
soluble_inorg_mat	False	True	False	string																									True							True																													True																									True								True																																																																																																																																																									True																		True																																																																																										True																																																								
soluble_org_mat	False	True	False	string																									True							True																													True																									True								True																																																																																																																																																																											True																								True																																																																		True																																																								
soluble_react_phosp	False	True	True	string																																																																					True								True																	True																																				True																																																																																																																																																																														True																																																			True																																																								
sop	False		False	string																																																																																																																		True																																																																																																																																																																																																																																																																																																									
sort_tech	True		False	SortTechEnum																																																																																																																																																																																																																																																																																																																																																																				True																									True																														
source_mat_id	False		False	string																																																																																																																																																																																																																																																	True																								True																																																																																												True																																																						
source_uvig	False		False	string																																																																																																																																																																																																																																																																																																																																																																					True																																																						
space_typ_state	True		False	SpaceTypStateEnum																																																																																																																																																																																																																																																																																																																																																																						True								True																													True																
spec_intended_cons	False		False	string																																																																																																																																				True																																														True																																																																						True																																																																																																															True																																																				
special_diet	False		False	string																																																																																																																																																																																																						True																																																																																																																																																																																																																					
specific	True		False	SpecificEnum																																																																																																																																																																																																																																																																																																																																																																								True																																																			
specific_host	False		False	string																																																																																																																																																																																																																																															True																																																																																																																									True																																																			
specific_humidity	False	True	True	string																											True															True																																																																																								True																																																																																																														True																																																																																																																								True																																																			
spikein_AMR	False		False	string																																																																																																																																																																																																																																																																																																																																																																									True																																																		
spikein_antibiotic	False		False	string																																																																																																																																																						True																																																																																																																																																																																																																			True																																																		
spikein_count	False	True	False	string							True	True																																																																																																																																																																																True																																																																																																																																																																																	True																																																		
spikein_growth_med	False		False	string																																																																																																																																							True																																																																																																True																																					True																																																																																													True																																																		
spikein_metal	False		False	string																																																																																																																																																																																																																																																																															True																																																																																										True																																																		
spikein_org	False		False	string																																																																																																																	True																																																																																																																																																																																True																																																																								True																																																		
spikein_serovar	False		False	string																																																																																																																																																																																																																																																																																																																																																								True																	True																																																		
spikein_strain	False		False	string																																																																																																																																																																																																																																																																																																																																																																									True																																																		
sr_dep_env	True		False	SrDepEnvEnum																																																																																																																																																																																																															True																																																																																																																																																											True																																																	
sr_geol_age	True		False	GeolAgeEnum																																																																																																																																														True																																																																																								True																																																																																																																																				True																																																	
sr_kerog_type	True		False	SrKerogTypeEnum																																																																																																																																																																																																																																																																																																																																																																										True																																		True															
sr_lithology	True		False	SrLithologyEnum																																																																																																																																																																																																																																																																			True																																																																																																							True																																																	
standing_water_regm	False		False	string																																																																																																																																																																																																																																																																																																																																						True																																																																															True						
ster_meth_samp_room	False		False	string																																																																																																																																																																																																																																																																																	True																																																									True				True																																																																													
store_cond	False		False	string																																																																																																																																																																																True																																																																																																																																																																																																	True																																										
study_complt_stat	False		False	string																																																																																																																							True																																																																																																																																																																																																																																																						True						True																																								
study_design	False		False	string																																																																																																																																																																																																																																																																																																																																																																																			True																																								
study_inc_dur	False	True	False	string																	True																					True																																																																																		True																																																																																						True																																					True																																																																																																																																True																																								
study_inc_temp	False	True	False	string																			True																																																																																																															True																																																																																																																	True																																																																																																																																True											True																													
study_timecourse	False	True	False	string																						True																																																																																																												True																																																																																																																																																																																																																																																	True																																								
study_tmnt	False		False	string																																																																																																																																																																																																																																																																																																																																																																																			True																																								
subspecf_gen_lin	False		False	string																																																																																																																																																																																																																																																																																																																																																																																				True																																							
substructure_type	True		False	SubstructureTypeEnum																																																																																																																																																																																																																																																																																																																																																																																																												True															
sulfate	False	True	True	string																																																																					True								True																	True																																				True																																																																																																																																																																																																																																																			True																																						
sulfate_fw	False	True	True	string																																																																													True																																																					True																																																																																																True																																																																																																																																																			True																																						
