class	slot	annotation_Preferred_unit	prefunit_count	exploded_prefunit	exploded_count	annotation_times_explosion_count	ucum	notes	slots	example
MiscellaneousNaturalOrArtificialEnvironment	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99	mg			
MiscellaneousNaturalOrArtificialEnvironment	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33	cm2			
MiscellaneousNaturalOrArtificialEnvironment	silicate	micromole per liter	24	micromole per liter	8	192	umol/L			
MiscellaneousNaturalOrArtificialEnvironment	sodium	milligram per liter, parts per million	32	milligram per liter	15	480	mg/L			
MiscellaneousNaturalOrArtificialEnvironment	sodium	milligram per liter, parts per million	32	parts per million	11	352	[ppm]			
MiscellaneousNaturalOrArtificialEnvironment	sulfate	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
MiscellaneousNaturalOrArtificialEnvironment	sulfate	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
MiscellaneousNaturalOrArtificialEnvironment	sulfate	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
MiscellaneousNaturalOrArtificialEnvironment	sulfide	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
MiscellaneousNaturalOrArtificialEnvironment	sulfide	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
MiscellaneousNaturalOrArtificialEnvironment	sulfide	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
MiscellaneousNaturalOrArtificialEnvironment	temp	degree Celsius	88	degree Celsius	2	176	Cel			
MiscellaneousNaturalOrArtificialEnvironment	water_current	cubic meter per second, knots	2	cubic meter per second	1	2	m3/s			
MiscellaneousNaturalOrArtificialEnvironment	water_current	cubic meter per second, knots	2	knots	1	2	{nautical_mile}/h		water_current|atmospheric_data	wind speed;9 knots
Miuvig	alt	meter	72	meter	3	216	m			
Miuvig	depth	meter	72	meter	3	216	m			
Miuvig	elev	meter	72	meter	3	216	m			
Miuvig	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132	mL			
Miuvig	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330	g			
Miuvig	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99	mg			
Miuvig	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33	cm2			
Miuvig	temp	degree Celsius	88	degree Celsius	2	176	Cel			
PlantAssociated	air_temp_regm	meter	72	meter	3	216	m			
PlantAssociated	antibiotic_regm	milligram	1	milligram	3	3	mg			
PlantAssociated	chem_mutagen	milligram per liter	26	milligram per liter	15	390	mg/L			
PlantAssociated	depth	meter	72	meter	3	216	m			
PlantAssociated	elev	meter	72	meter	3	216	m			
PlantAssociated	fertilizer_regm	gram, mole per liter, milligram per liter	13	gram	10	130	g			
PlantAssociated	fertilizer_regm	gram, mole per liter, milligram per liter	13	mole per liter	7	91	mol/h			
PlantAssociated	fertilizer_regm	gram, mole per liter, milligram per liter	13	milligram per liter	15	195	mg/L			
PlantAssociated	fungicide_regm	gram, mole per liter, milligram per liter	13	gram	10	130	g			
PlantAssociated	fungicide_regm	gram, mole per liter, milligram per liter	13	mole per liter	7	91	mol/h			
PlantAssociated	fungicide_regm	gram, mole per liter, milligram per liter	13	milligram per liter	15	195	mg/L			
PlantAssociated	gaseous_environment	micromole per liter	24	micromole per liter	8	192	umol/L			
PlantAssociated	gravity	meter per square second, g	1	meter per square second	1	1	m/s2			
PlantAssociated	gravity	meter per square second, g	1	g	1	1	g			
PlantAssociated	growth_hormone_regm	gram, mole per liter, milligram per liter	13	gram	10	130	g			
PlantAssociated	growth_hormone_regm	gram, mole per liter, milligram per liter	13	mole per liter	7	91	mol/h			
PlantAssociated	growth_hormone_regm	gram, mole per liter, milligram per liter	13	milligram per liter	15	195	mg/L			
PlantAssociated	herbicide_regm	gram, mole per liter, milligram per liter	13	gram	10	130	g			
PlantAssociated	herbicide_regm	gram, mole per liter, milligram per liter	13	mole per liter	7	91	mol/h			
PlantAssociated	herbicide_regm	gram, mole per liter, milligram per liter	13	milligram per liter	15	195	mg/L			
PlantAssociated	host_age	year, day, hour	11	year	2	22	a	!		
PlantAssociated	host_age	year, day, hour	11	day	1	11	d			
PlantAssociated	host_age	year, day, hour	11	hour	2	22	h			
PlantAssociated	host_dry_mass	kilogram, gram	17	kilogram	4	68	kg			
PlantAssociated	host_dry_mass	kilogram, gram	17	gram	10	170	g			
PlantAssociated	host_height	centimeter, millimeter, meter	15	centimeter	2	30	cm			
PlantAssociated	host_height	centimeter, millimeter, meter	15	millimeter	2	30	mm			
PlantAssociated	host_height	centimeter, millimeter, meter	15	meter	3	45	m			
PlantAssociated	host_length	centimeter, millimeter, meter	15	centimeter	2	30	cm			
PlantAssociated	host_length	centimeter, millimeter, meter	15	millimeter	2	30	mm			
PlantAssociated	host_length	centimeter, millimeter, meter	15	meter	3	45	m			
PlantAssociated	host_tot_mass	kilogram, gram	17	kilogram	4	68	kg			
PlantAssociated	host_tot_mass	kilogram, gram	17	gram	10	170	g			
PlantAssociated	host_wet_mass	kilogram, gram	17	kilogram	4	68	kg			
PlantAssociated	host_wet_mass	kilogram, gram	17	gram	10	170	g			
PlantAssociated	humidity_regm	gram per cubic meter	1	gram per cubic meter	3	3	g/m3			
PlantAssociated	light_regm	lux; micrometer, nanometer, angstrom	1	lux	3	3	lx			
PlantAssociated	light_regm	lux; micrometer, nanometer, angstrom	1	micrometer	2	2	um			
PlantAssociated	light_regm	lux; micrometer, nanometer, angstrom	1	nanometer	1	1	nm			
PlantAssociated	light_regm	lux; micrometer, nanometer, angstrom	1	angstrom	1	1	Ao			
PlantAssociated	mineral_nutr_regm	gram, mole per liter, milligram per liter	13	gram	10	130	g			
PlantAssociated	mineral_nutr_regm	gram, mole per liter, milligram per liter	13	mole per liter	7	91	mol/h			
PlantAssociated	mineral_nutr_regm	gram, mole per liter, milligram per liter	13	milligram per liter	15	195	mg/L			
PlantAssociated	non_min_nutr_regm	gram, mole per liter, milligram per liter	13	gram	10	130	g			
PlantAssociated	non_min_nutr_regm	gram, mole per liter, milligram per liter	13	mole per liter	7	91	mol/h			
PlantAssociated	non_min_nutr_regm	gram, mole per liter, milligram per liter	13	milligram per liter	15	195	mg/L			
PlantAssociated	pesticide_regm	gram, mole per liter, milligram per liter	13	gram	10	130	g			
PlantAssociated	pesticide_regm	gram, mole per liter, milligram per liter	13	mole per liter	7	91	mol/h			
PlantAssociated	pesticide_regm	gram, mole per liter, milligram per liter	13	milligram per liter	15	195	mg/L			
PlantAssociated	radiation_regm	rad, gray	1	rad	1	1	RAD			
PlantAssociated	radiation_regm	rad, gray	1	gray	1	1	Gy			
PlantAssociated	rainfall_regm	millimeter	6	millimeter	2	12	mm			
PlantAssociated	root_med_carbon	milligram per liter	26	milligram per liter	15	390	mg/L			
PlantAssociated	root_med_macronutr	milligram per liter	26	milligram per liter	15	390	mg/L			
PlantAssociated	root_med_micronutr	milligram per liter	26	milligram per liter	15	390	mg/L			
PlantAssociated	root_med_regl	milligram per liter	26	milligram per liter	15	390	mg/L			
PlantAssociated	root_med_suppl	milligram per liter	26	milligram per liter	15	390	mg/L			
PlantAssociated	salinity	practical salinity unit, percentage	17	practical salinity unit	1	17	{practical_salinity}	In TEOS-10, “PSU” is deprecated; the preferred terminology is “Practical Salinity” with no unit symbol. See also http://qudt.org/vocab/unit/PSU	salinity	25 practical salinity unit
PlantAssociated	salinity	practical salinity unit, percentage	17	percentage	2	34	%			
PlantAssociated	salt_regm	gram, microgram, mole per liter, gram per liter	2	gram	10	20	g			
PlantAssociated	salt_regm	gram, microgram, mole per liter, gram per liter	2	microgram	3	6	ug			
PlantAssociated	salt_regm	gram, microgram, mole per liter, gram per liter	2	mole per liter	7	14	mol/h			
PlantAssociated	salt_regm	gram, microgram, mole per liter, gram per liter	2	gram per liter	4	8	g/L			
PlantAssociated	samp_store_temp	degree Celsius	88	degree Celsius	2	176	Cel			
PlantAssociated	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132	mL			
PlantAssociated	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330	g			
PlantAssociated	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99	mg			
PlantAssociated	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33	cm2			
PlantAssociated	temp	degree Celsius	88	degree Celsius	2	176	Cel			
PlantAssociated	water_temp_regm	degree Celsius	88	degree Celsius	2	176	Cel			
PlantAssociated	watering_regm	milliliter, liter	2	milliliter	4	8	mL			
PlantAssociated	watering_regm	milliliter, liter	2	liter	1	2	L			
Sediment	alkalinity	milliequivalent per liter, milligram per liter	7	milliequivalent per liter	1	7	mEq/L			
Sediment	alkalinity	milliequivalent per liter, milligram per liter	7	milligram per liter	15	105	mg/L			
Sediment	aminopept_act	mole per liter per hour	3	mole per liter per hour	1	3	mol/L/h			
Sediment	ammonium	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
Sediment	ammonium	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
Sediment	ammonium	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
Sediment	biomass	ton, kilogram, gram	4	ton	2	8		Imperial = [ston_av]; Metric = t	biomass|microbial_biomass	
Sediment	biomass	ton, kilogram, gram	4	kilogram	4	16	kg			
Sediment	biomass	ton, kilogram, gram	4	gram	10	40	g			
Sediment	bishomohopanol	microgram per liter, microgram per gram	3	microgram per liter	6	18	ug/L			
Sediment	bishomohopanol	microgram per liter, microgram per gram	3	microgram per gram	2	6	ug/g			
Sediment	bromide	parts per million	6	parts per million	11	66	[ppm]			
Sediment	calcium	milligram per liter, micromole per liter, parts per million	6	milligram per liter	15	90	mg/L			
Sediment	calcium	milligram per liter, micromole per liter, parts per million	6	micromole per liter	8	48	umol/L			
Sediment	calcium	milligram per liter, micromole per liter, parts per million	6	parts per million	11	66	[ppm]			
Sediment	chloride	milligram per liter, parts per million	32	milligram per liter	15	480	mg/L			
Sediment	chloride	milligram per liter, parts per million	32	parts per million	11	352	[ppm]			
Sediment	chlorophyll	milligram per cubic meter, microgram per liter	4	milligram per cubic meter	2	8	mg/m3			
Sediment	chlorophyll	milligram per cubic meter, microgram per liter	4	microgram per liter	6	24	ug/L			
Sediment	density	gram per cubic meter, gram per cubic centimeter	5	gram per cubic meter	3	15	g/m3			
Sediment	density	gram per cubic meter, gram per cubic centimeter	5	gram per cubic centimeter	1	5	g/cm3			
Sediment	depth	meter	72	meter	3	216	m			
Sediment	diether_lipids	nanogram per liter	4	nanogram per liter	2	8	ng/L			
Sediment	diss_carb_dioxide	micromole per liter, milligram per liter	11	micromole per liter	8	88	umol/L			
Sediment	diss_carb_dioxide	micromole per liter, milligram per liter	11	milligram per liter	15	165	mg/L			
Sediment	diss_hydrogen	micromole per liter	24	micromole per liter	8	192	umol/L			
Sediment	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	microgram per liter	6	36	ug/L			
Sediment	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	milligram per liter	15	90	mg/L			
Sediment	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	parts per million	11	66	[ppm]			
Sediment	diss_org_carb	micromole per liter, milligram per liter	11	micromole per liter	8	88	umol/L			
Sediment	diss_org_carb	micromole per liter, milligram per liter	11	milligram per liter	15	165	mg/L			
Sediment	diss_oxygen	micromole per kilogram, milligram per liter	6	micromole per kilogram	2	12	umol/kg			
Sediment	diss_oxygen	micromole per kilogram, milligram per liter	6	milligram per liter	15	90	mg/L			
Sediment	elev	meter	72	meter	3	216	m			
Sediment	glucosidase_act	mol per liter per hour	3	mol per liter per hour	1	3	mol/L/h			
Sediment	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	mole per liter	7	35	mol/h			
Sediment	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	milligram per liter	15	75	mg/L			
Sediment	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	parts per million	11	55	[ppm]			
Sediment	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	micromole per kilogram	2	10	umol/kg			
Sediment	mean_frict_vel	meter per second	6	meter per second	1	6	m/s			
Sediment	mean_peak_frict_vel	meter per second	6	meter per second	1	6	m/s			
Sediment	methane	micromole per liter, parts per billion, parts per million	3	micromole per liter	8	24	umol/L			
Sediment	methane	micromole per liter, parts per billion, parts per million	3	parts per billion	1	3	[ppb]			
Sediment	methane	micromole per liter, parts per billion, parts per million	3	parts per million	11	33	[ppm]			
Sediment	nitrate	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
Sediment	nitrate	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
Sediment	nitrate	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
Sediment	nitrite	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
Sediment	nitrite	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
Sediment	nitrite	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
Sediment	nitro	micromole per liter	24	micromole per liter	8	192	umol/L			
Sediment	org_matter	microgram per liter	7	microgram per liter	6	42	ug/L			
Sediment	particle_class	micrometer	7	micrometer	2	14	um			
Sediment	petroleum_hydrocarb	micromole per liter	24	micromole per liter	8	192	umol/L			
Sediment	phaeopigments	milligram per cubic meter	3	milligram per cubic meter	2	6	mg/m3			
Sediment	phosphate	micromole per liter	24	micromole per liter	8	192	umol/L			
Sediment	porosity	percentage	13	percentage	2	26	%			
Sediment	potassium	milligram per liter, parts per million	32	milligram per liter	15	480	mg/L			
Sediment	potassium	milligram per liter, parts per million	32	parts per million	11	352	[ppm]			
Sediment	pressure	atmosphere	6	atmosphere	2	12	atm			
Sediment	redox_potential	millivolt	3	millivolt	1	3	mV			
Sediment	salinity	practical salinity unit, percentage	17	practical salinity unit	1	17	{practical_salinity}	In TEOS-10, “PSU” is deprecated; the preferred terminology is “Practical Salinity” with no unit symbol. See also http://qudt.org/vocab/unit/PSU	salinity	25 practical salinity unit
Sediment	salinity	practical salinity unit, percentage	17	percentage	2	34	%			
Sediment	samp_store_temp	degree Celsius	88	degree Celsius	2	176	Cel			
Sediment	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132	mL			
Sediment	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330	g			
Sediment	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99	mg			
Sediment	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33	cm2			
Sediment	silicate	micromole per liter	24	micromole per liter	8	192	umol/L			
Sediment	sodium	milligram per liter, parts per million	32	milligram per liter	15	480	mg/L			
Sediment	sodium	milligram per liter, parts per million	32	parts per million	11	352	[ppm]			
Sediment	sulfate	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
Sediment	sulfate	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
Sediment	sulfate	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
Sediment	sulfide	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
Sediment	sulfide	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
Sediment	sulfide	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
Sediment	temp	degree Celsius	88	degree Celsius	2	176	Cel			
Sediment	tot_depth_water_col	meter	72	meter	3	216	m			
Sediment	tot_org_carb	gram Carbon per kilogram sample material	5	gram Carbon per kilogram sample material	1	5	g{Carbon}/kg{sample_material}			
Sediment	water_content	gram per gram or cubic centimeter per cubic centimeter	3	gram per gram	2	6	g/g			
Sediment	water_content	gram per gram or cubic centimeter per cubic centimeter	3	cubic centimeter per cubic centimeter	1	3	cm3/cm3			
Soil	agrochem_addition	gram, mole per liter, milligram per liter	13	gram	10	130	g			
Soil	agrochem_addition	gram, mole per liter, milligram per liter	13	mole per liter	7	91	mol/h			
Soil	agrochem_addition	gram, mole per liter, milligram per liter	13	milligram per liter	15	195	mg/L			
Soil	al_sat	percentage	13	percentage	2	26	%			
Soil	annual_precpt	millimeter	6	millimeter	2	12	mm			
Soil	annual_temp	degree Celsius	88	degree Celsius	2	176	Cel			
Soil	depth	meter	72	meter	3	216	m			
Soil	elev	meter	72	meter	3	216	m			
Soil	heavy_metals	microgram per gram	1	microgram per gram	2	2	ug/g			
Soil	microbial_biomass	ton, kilogram, gram per kilogram soil	2	ton	2	4		Imperial = [ston_av]; Metric = t	biomass|microbial_biomass	
Soil	microbial_biomass	ton, kilogram, gram per kilogram soil	2	kilogram	4	8	kg			
Soil	microbial_biomass	ton, kilogram, gram per kilogram soil	2	gram per kilogram soil	1	2	g/kg{soil}			
Soil	org_matter	microgram per liter	7	microgram per liter	6	42	ug/L			
Soil	pool_dna_extracts	gram, milliliter, microliter	5	gram	10	50	g			
Soil	pool_dna_extracts	gram, milliliter, microliter	5	milliliter	4	20	mL			
Soil	pool_dna_extracts	gram, milliliter, microliter	5	microliter	1	5	uL			
Soil	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132	mL			
Soil	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330	g			
Soil	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99	mg			
Soil	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33	cm2			
Soil	season_precpt	millimeter	6	millimeter	2	12	mm			
Soil	season_temp	degree Celsius	88	degree Celsius	2	176	Cel			
Soil	slope_aspect	degree	2	degree	1	2	deg		slope_aspect	
Soil	slope_gradient	percentage	13	percentage	2	26	%			
Soil	temp	degree Celsius	88	degree Celsius	2	176	Cel			
Soil	tot_org_carb	gram Carbon per kilogram sample material	5	gram Carbon per kilogram sample material	1	5	g{Carbon}/kg{sample_material}			
Soil	water_content	gram per gram or cubic centimeter per cubic centimeter	3	gram per gram	2	6	g/g			
Soil	water_content	gram per gram or cubic centimeter per cubic centimeter	3	cubic centimeter per cubic centimeter	1	3	cm3/cm3			
SymbiontAssociated	alt	meter	72	meter	3	216	m			
SymbiontAssociated	association_duration	year, day, hour	11	year	2	22	a	!		
SymbiontAssociated	association_duration	year, day, hour	11	day	1	11	d			
SymbiontAssociated	association_duration	year, day, hour	11	hour	2	22	h			
SymbiontAssociated	depth	meter	72	meter	3	216	m			
SymbiontAssociated	elev	meter	72	meter	3	216	m			
SymbiontAssociated	host_age	year, day, hour	11	year	2	22	a	!		
SymbiontAssociated	host_age	year, day, hour	11	day	1	11	d			
SymbiontAssociated	host_age	year, day, hour	11	hour	2	22	h			
SymbiontAssociated	host_dry_mass	kilogram, gram	17	kilogram	4	68	kg			
SymbiontAssociated	host_dry_mass	kilogram, gram	17	gram	10	170	g			
SymbiontAssociated	host_height	centimeter, millimeter, meter	15	centimeter	2	30	cm			
SymbiontAssociated	host_height	centimeter, millimeter, meter	15	millimeter	2	30	mm			
SymbiontAssociated	host_height	centimeter, millimeter, meter	15	meter	3	45	m			
SymbiontAssociated	host_length	centimeter, millimeter, meter	15	centimeter	2	30	cm			
SymbiontAssociated	host_length	centimeter, millimeter, meter	15	millimeter	2	30	mm			
SymbiontAssociated	host_length	centimeter, millimeter, meter	15	meter	3	45	m			
SymbiontAssociated	host_tot_mass	kilogram, gram	17	kilogram	4	68	kg			
SymbiontAssociated	host_tot_mass	kilogram, gram	17	gram	10	170	g			
SymbiontAssociated	salinity	practical salinity unit, percentage	17	practical salinity unit	1	17	{practical_salinity}	In TEOS-10, “PSU” is deprecated; the preferred terminology is “Practical Salinity” with no unit symbol. See also http://qudt.org/vocab/unit/PSU	salinity	25 practical salinity unit
SymbiontAssociated	salinity	practical salinity unit, percentage	17	percentage	2	34	%			
SymbiontAssociated	samp_store_temp	degree Celsius	88	degree Celsius	2	176	Cel			
SymbiontAssociated	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132	mL			
SymbiontAssociated	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330	g			
SymbiontAssociated	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99	mg			
SymbiontAssociated	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33	cm2			
SymbiontAssociated	temp	degree Celsius	88	degree Celsius	2	176	Cel			
WastewaterSludge	alkalinity	milliequivalent per liter, milligram per liter	7	milliequivalent per liter	1	7	mEq/L			
WastewaterSludge	alkalinity	milliequivalent per liter, milligram per liter	7	milligram per liter	15	105	mg/L			
WastewaterSludge	biochem_oxygen_dem	milligram per liter	26	milligram per liter	15	390	mg/L			
WastewaterSludge	chem_oxygen_dem	milligram per liter	26	milligram per liter	15	390	mg/L			
WastewaterSludge	depth	meter	72	meter	3	216	m			
WastewaterSludge	efficiency_percent	micromole per liter	24	micromole per liter	8	192	umol/L			
WastewaterSludge	emulsions	gram per liter	2	gram per liter	4	8	g/L			
WastewaterSludge	gaseous_substances	micromole per liter	24	micromole per liter	8	192	umol/L			
WastewaterSludge	indust_eff_percent	percentage	13	percentage	2	26	%			
WastewaterSludge	inorg_particles	mole per liter, milligram per liter	1	mole per liter	7	7	mol/h			
WastewaterSludge	inorg_particles	mole per liter, milligram per liter	1	milligram per liter	15	15	mg/L			
WastewaterSludge	nitrate	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
WastewaterSludge	nitrate	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
WastewaterSludge	nitrate	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
WastewaterSludge	org_particles	gram per liter	2	gram per liter	4	8	g/L			
WastewaterSludge	phosphate	micromole per liter	24	micromole per liter	8	192	umol/L			
WastewaterSludge	salinity	practical salinity unit, percentage	17	practical salinity unit	1	17	{practical_salinity}	In TEOS-10, “PSU” is deprecated; the preferred terminology is “Practical Salinity” with no unit symbol. See also http://qudt.org/vocab/unit/PSU	salinity	25 practical salinity unit
WastewaterSludge	salinity	practical salinity unit, percentage	17	percentage	2	34	%			
WastewaterSludge	samp_store_temp	degree Celsius	88	degree Celsius	2	176	Cel			
WastewaterSludge	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132	mL			
WastewaterSludge	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330	g			
WastewaterSludge	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99	mg			
WastewaterSludge	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33	cm2			
WastewaterSludge	sludge_retent_time	hours	1	hours	2	2	h			
WastewaterSludge	sodium	milligram per liter, parts per million	32	milligram per liter	15	480	mg/L			
WastewaterSludge	sodium	milligram per liter, parts per million	32	parts per million	11	352	[ppm]			
WastewaterSludge	soluble_inorg_mat	gram, microgram, mole per liter, gram per liter, parts per million	2	gram	10	20	g			
WastewaterSludge	soluble_inorg_mat	gram, microgram, mole per liter, gram per liter, parts per million	2	microgram	3	6	ug			
WastewaterSludge	soluble_inorg_mat	gram, microgram, mole per liter, gram per liter, parts per million	2	mole per liter	7	14	mol/h			
WastewaterSludge	soluble_inorg_mat	gram, microgram, mole per liter, gram per liter, parts per million	2	gram per liter	4	8	g/L			
WastewaterSludge	soluble_inorg_mat	gram, microgram, mole per liter, gram per liter, parts per million	2	parts per million	11	22	[ppm]			
WastewaterSludge	soluble_org_mat	gram, microgram, mole per liter, gram per liter, parts per million	2	gram	10	20	g			
WastewaterSludge	soluble_org_mat	gram, microgram, mole per liter, gram per liter, parts per million	2	microgram	3	6	ug			
WastewaterSludge	soluble_org_mat	gram, microgram, mole per liter, gram per liter, parts per million	2	mole per liter	7	14	mol/h			
WastewaterSludge	soluble_org_mat	gram, microgram, mole per liter, gram per liter, parts per million	2	gram per liter	4	8	g/L			
WastewaterSludge	soluble_org_mat	gram, microgram, mole per liter, gram per liter, parts per million	2	parts per million	11	22	[ppm]			
WastewaterSludge	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	gram	10	30	g			
WastewaterSludge	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	microgram	3	9	ug			
WastewaterSludge	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	milligram per liter	15	45	mg/L			
WastewaterSludge	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	mole per liter	7	21	mol/h			
WastewaterSludge	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	gram per liter	4	12	g/L			
WastewaterSludge	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	part per million	1	3	[ppm]			
WastewaterSludge	temp	degree Celsius	88	degree Celsius	2	176	Cel			
WastewaterSludge	tot_nitro	microgram per liter, micromole per liter, milligram per liter	4	microgram per liter	6	24	ug/L			
WastewaterSludge	tot_nitro	microgram per liter, micromole per liter, milligram per liter	4	micromole per liter	8	32	umol/L			
WastewaterSludge	tot_nitro	microgram per liter, micromole per liter, milligram per liter	4	milligram per liter	15	60	mg/L			
WastewaterSludge	tot_phosphate	microgram per liter, micromole per liter	5	microgram per liter	6	30	ug/L			
WastewaterSludge	tot_phosphate	microgram per liter, micromole per liter	5	micromole per liter	8	40	umol/L			
Water	alkalinity	milliequivalent per liter, milligram per liter	7	milliequivalent per liter	1	7	mEq/L			
Water	alkalinity	milliequivalent per liter, milligram per liter	7	milligram per liter	15	105	mg/L			
Water	aminopept_act	mole per liter per hour	3	mole per liter per hour	1	3	mol/L/h			
Water	ammonium	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
Water	ammonium	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
Water	ammonium	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
Water	bac_prod	milligram per cubic meter per day	1	milligram per cubic meter per day	3	3	mg/m3/d			
Water	bac_resp	milligram per cubic meter per day, micromole oxygen per liter per hour	1	milligram per cubic meter per day	3	3	mg/m3/d			
Water	bac_resp	milligram per cubic meter per day, micromole oxygen per liter per hour	1	micromole oxygen per liter per hour	1	1	umol{Oxygen}/h			
Water	biomass	ton, kilogram, gram	4	ton	2	8		Imperial = [ston_av]; Metric = t	biomass|microbial_biomass	
Water	biomass	ton, kilogram, gram	4	kilogram	4	16	kg			
Water	biomass	ton, kilogram, gram	4	gram	10	40	g			
Water	bishomohopanol	microgram per liter, microgram per gram	3	microgram per liter	6	18	ug/L			
Water	bishomohopanol	microgram per liter, microgram per gram	3	microgram per gram	2	6	ug/g			
Water	bromide	parts per million	6	parts per million	11	66	[ppm]			
Water	calcium	milligram per liter, micromole per liter, parts per million	6	milligram per liter	15	90	mg/L			
Water	calcium	milligram per liter, micromole per liter, parts per million	6	micromole per liter	8	48	umol/L			
Water	calcium	milligram per liter, micromole per liter, parts per million	6	parts per million	11	66	[ppm]			
Water	chloride	milligram per liter, parts per million	32	milligram per liter	15	480	mg/L			
Water	chloride	milligram per liter, parts per million	32	parts per million	11	352	[ppm]			
Water	chlorophyll	milligram per cubic meter, microgram per liter	4	milligram per cubic meter	2	8	mg/m3			
