class	slot	annotation_Preferred_unit	prefunit_count	exploded_prefunit	exploded_count	annotation_times_explosion_count
MimarksS	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
MimarksS	temp	degree Celsius	88	degree Celsius	2	176
Mims	alt	meter	72	meter	3	216
Mims	depth	meter	72	meter	3	216
Mims	elev	meter	72	meter	3	216
Mims	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
Mims	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
Mims	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
Mims	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
Mims	temp	degree Celsius	88	degree Celsius	2	176
Misag	alt	meter	72	meter	3	216
Misag	depth	meter	72	meter	3	216
Misag	elev	meter	72	meter	3	216
Misag	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
Misag	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
Misag	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
Misag	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
Misag	temp	degree Celsius	88	degree Celsius	2	176
MiscellaneousNaturalOrArtificialEnvironment	alkalinity	milliequivalent per liter, milligram per liter	7	milliequivalent per liter	1	7
MiscellaneousNaturalOrArtificialEnvironment	alkalinity	milliequivalent per liter, milligram per liter	7	milligram per liter	15	105
MiscellaneousNaturalOrArtificialEnvironment	alt	meter	72	meter	3	216
MiscellaneousNaturalOrArtificialEnvironment	ammonium	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
MiscellaneousNaturalOrArtificialEnvironment	ammonium	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
MiscellaneousNaturalOrArtificialEnvironment	ammonium	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
MiscellaneousNaturalOrArtificialEnvironment	biomass	ton, kilogram, gram	4	ton	2	8
MiscellaneousNaturalOrArtificialEnvironment	biomass	ton, kilogram, gram	4	kilogram	4	16
MiscellaneousNaturalOrArtificialEnvironment	biomass	ton, kilogram, gram	4	gram	10	40
MiscellaneousNaturalOrArtificialEnvironment	bromide	parts per million	6	parts per million	11	66
MiscellaneousNaturalOrArtificialEnvironment	calcium	milligram per liter, micromole per liter, parts per million	6	milligram per liter	15	90
MiscellaneousNaturalOrArtificialEnvironment	calcium	milligram per liter, micromole per liter, parts per million	6	micromole per liter	8	48
MiscellaneousNaturalOrArtificialEnvironment	calcium	milligram per liter, micromole per liter, parts per million	6	parts per million	11	66
MiscellaneousNaturalOrArtificialEnvironment	chloride	milligram per liter, parts per million	32	milligram per liter	15	480
MiscellaneousNaturalOrArtificialEnvironment	chloride	milligram per liter, parts per million	32	parts per million	11	352
MiscellaneousNaturalOrArtificialEnvironment	chlorophyll	milligram per cubic meter, microgram per liter	4	milligram per cubic meter	2	8
MiscellaneousNaturalOrArtificialEnvironment	chlorophyll	milligram per cubic meter, microgram per liter	4	microgram per liter	6	24
MiscellaneousNaturalOrArtificialEnvironment	density	gram per cubic meter, gram per cubic centimeter	5	gram per cubic meter	3	15
MiscellaneousNaturalOrArtificialEnvironment	density	gram per cubic meter, gram per cubic centimeter	5	gram per cubic centimeter	1	5
MiscellaneousNaturalOrArtificialEnvironment	depth	meter	72	meter	3	216
MiscellaneousNaturalOrArtificialEnvironment	diether_lipids	nanogram per liter	4	nanogram per liter	2	8
MiscellaneousNaturalOrArtificialEnvironment	diss_carb_dioxide	micromole per liter, milligram per liter	11	micromole per liter	8	88
MiscellaneousNaturalOrArtificialEnvironment	diss_carb_dioxide	micromole per liter, milligram per liter	11	milligram per liter	15	165
MiscellaneousNaturalOrArtificialEnvironment	diss_hydrogen	micromole per liter	24	micromole per liter	8	192
MiscellaneousNaturalOrArtificialEnvironment	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	microgram per liter	6	36
MiscellaneousNaturalOrArtificialEnvironment	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	milligram per liter	15	90
MiscellaneousNaturalOrArtificialEnvironment	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	parts per million	11	66
