accession	biosampleGoldId	ncbiBioProjectAccession	sraExperimentIds	modDate	addDate	ecosystemPathId	ecosystem	ecosystemCategory	ecosystemType	ecosystemSubtype	specificEcosystem	envoBroadScale_id	envoBroadScale_label	envoBroadScale_label_lu	envoBroadScale_label_exact_match	envoBroadScale_biome	envoLocalScale_id	envoLocalScale_label	envoLocalScale_label_lu	envoLocalScale_label_exact_match	envoLocalScale_abp_subset	envoMedium_id	envoMedium_label	envoMedium_label_lu	envoMedium_label_exact_match	envoMedium_env_mat	envoMedium_soil	envoMedium_liq_water	envoMedium_sediment	envoMedium_fecal_material	envoMedium_animal_manure	envoMedium_bodily_fluid_material	envoMedium_sludge	envoMedium_petroleum	envoMedium_accounted_for	env_broad_scale	env_broad_scale_matched_curie	env_broad_scale_matched_label	env_broad_scale_replacement_curie	env_broad_scale_replacement_label	env_broad_scale_via_obsolescence	is_biome	env_broad_scale_curation_curie	env_broad_scale_curation_label	env_local_scale	env_local_scale_matched_curie	env_local_scale_matched_label	env_local_scale_replacement_curie	env_local_scale_replacement_label	env_local_scale_via_obsolescence	is_selected_abp	env_local_scale_curation_curie	env_local_scale_curation_label	env_medium	env_medium_matched_curie	env_medium_matched_label	env_medium_replacement_curie	env_medium_replacement_label	env_medium_via_obsolescence	is_env_mat	env_medium_curation_curie	env_medium_curation_label
SAMEA7723427	Gb0297330	PRJEB42019	ERX4803416|ERX4803848|ERX4804139|ERX4804923|ERX4805581|ERX4805983|ERX4806523|ERX4806948|ERX4807481|ERX4809785|ERX4811107|ERX4812386|ERX4812957|ERX4813744	2025-01-29	2021-07-24	4009	Environmental	Aquatic	Marine	Oceanic	Sediment	ENVO:01000024	marine benthic biome	marine benthic biome	True	True	ENVO:00002007	sediment	sediment	True	False	ENVO:03000033	marine sediment	marine sediment	True	True	False	False	True	False	False	False	False	False	True	marine benthic biome	ENVO:01000024	marine benthic biome				True			sediment	ENVO:00002007	sediment				False			marine sediment	ENVO:03000033	marine sediment				True		
SAMEA7723428	Gb0240111	PRJEB42019	ERX4803417|ERX4803849|ERX4804142|ERX4804926|ERX4805584|ERX4805986|ERX4806524|ERX4806951|ERX4807482|ERX4807954|ERX4811110|ERX4812389|ERX4812960|ERX4813747	2024-04-17	2019-09-03	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	forest biome	True	True	ENVO:00000094	volcanic feature	volcanic feature	True	True	ENVO:01001841	volcanic soil	volcanic soil	True	True	True	False	False	False	False	False	False	False	True	forest biome	ENVO:01000174	forest biome				True			volcanic feature	ENVO:00000094	volcanic feature				True			volcanic soil	ENVO:01001841	volcanic soil				True		
SAMEA7723429	Gb0240113	PRJEB42019	ERX4803418|ERX4803850|ERX4804144|ERX4804928|ERX4805586|ERX4805988|ERX4806525|ERX4806953|ERX4807483|ERX4809787|ERX4811111|ERX4812390|ERX4812962|ERX4813749	2024-04-17	2019-09-03	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	forest biome	True	True	ENVO:00000094	volcanic feature	volcanic feature	True	True	ENVO:01001841	volcanic soil	volcanic soil	True	True	True	False	False	False	False	False	False	False	True	forest biome	ENVO:01000174	forest biome				True			volcanic feature	ENVO:00000094	volcanic feature				True			volcanic soil	ENVO:01001841	volcanic soil				True		
SAMEA7723430	Gb0240117	PRJEB42019	ERX4803419|ERX4803851|ERX4804495|ERX4804932|ERX4805992|ERX4806526|ERX4806957|ERX4807484|ERX4811114|ERX4812393|ERX4812966|ERX4813753	2024-04-17	2019-09-03	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	forest biome	True	True	ENVO:00000094	volcanic feature	volcanic feature	True	True	ENVO:01001841	volcanic soil	volcanic soil	True	True	True	False	False	False	False	False	False	False	True	forest biome	ENVO:01000174	forest biome				True			volcanic feature	ENVO:00000094	volcanic feature				True			volcanic soil	ENVO:01001841	volcanic soil				True		
SAMEA7723431	Gb0240118	PRJEB42019	ERX4803420|ERX4803852|ERX4804496|ERX4804933|ERX4805993|ERX4806293|ERX4806527|ERX4806958|ERX4807485|ERX4811115|ERX4812394|ERX4812967|ERX4813754	2024-04-17	2019-09-03	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	forest biome	True	True	ENVO:00000094	volcanic feature	volcanic feature	True	True	ENVO:01001841	volcanic soil	volcanic soil	True	True	True	False	False	False	False	False	False	False	True	forest biome	ENVO:01000174	forest biome				True			volcanic feature	ENVO:00000094	volcanic feature				True			volcanic soil	ENVO:01001841	volcanic soil				True		
SAMEA7723432	Gb0240123	PRJEB42019	ERX4803421|ERX4803853|ERX4804498|ERX4804938|ERX4805998|ERX4806294|ERX4806528|ERX4806963|ERX4807486|ERX4811120|ERX4812399|ERX4812972|ERX4813759	2024-04-17	2019-09-03	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	forest biome	True	True	ENVO:00000094	volcanic feature	volcanic feature	True	True	ENVO:01001841	volcanic soil	volcanic soil	True	True	True	False	False	False	False	False	False	False	True	forest biome	ENVO:01000174	forest biome				True			volcanic feature	ENVO:00000094	volcanic feature				True			volcanic soil	ENVO:01001841	volcanic soil				True		
SAMEA7723433	Gb0240124	PRJEB42019	ERX4803422|ERX4803854|ERX4804149|ERX4804939|ERX4805591|ERX4805999|ERX4806529|ERX4806964|ERX4807487|ERX4807767|ERX4811121|ERX4812400|ERX4812973|ERX4813760	2024-04-17	2019-09-03	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	forest biome	True	True	ENVO:00000094	volcanic feature	volcanic feature	True	True	ENVO:01001841	volcanic soil	volcanic soil	True	True	True	False	False	False	False	False	False	False	True	forest biome	ENVO:01000174	forest biome				True			volcanic feature	ENVO:00000094	volcanic feature				True			volcanic soil	ENVO:01001841	volcanic soil				True		
SAMEA7723434	Gb0240127	PRJEB42019	ERX4803423|ERX4803855|ERX4804151|ERX4804942|ERX4805593|ERX4806002|ERX4806530|ERX4806967|ERX4807488|ERX4807682|ERX4807871|ERX4812976|ERX4813763	2024-04-17	2019-09-03	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	forest biome	True	True	ENVO:00000094	volcanic feature	volcanic feature	True	True	ENVO:01001841	volcanic soil	volcanic soil	True	True	True	False	False	False	False	False	False	False	True	forest biome	ENVO:01000174	forest biome				True			volcanic feature	ENVO:00000094	volcanic feature				True			volcanic soil	ENVO:01001841	volcanic soil				True		
SAMEA7723435	Gb0240128	PRJEB42019	ERX4803424|ERX4803856|ERX4804152|ERX4804943|ERX4805594|ERX4806003|ERX4806531|ERX4806968|ERX4807489|ERX4809689|ERX4811124|ERX4812403|ERX4812977|ERX4813764	2024-04-17	2019-09-03	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	forest biome	True	True	ENVO:00000094	volcanic feature	volcanic feature	True	True	ENVO:01001841	volcanic soil	volcanic soil	True	True	True	False	False	False	False	False	False	False	True	forest biome	ENVO:01000174	forest biome				True			volcanic feature	ENVO:00000094	volcanic feature				True			volcanic soil	ENVO:01001841	volcanic soil				True		
SAMEA7723436	Gb0240131	PRJEB42019	ERX4803425|ERX4803857|ERX4804501|ERX4804946|ERX4806295|ERX4806532|ERX4806971|ERX4807490|ERX4812980|ERX4813767	2024-04-17	2019-09-03	4197	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	ENVO:01000174	forest biome	forest biome	True	True	ENVO:00000094	volcanic feature	volcanic feature	True	True	ENVO:01001841	volcanic soil	volcanic soil	True	True	True	False	False	False	False	False	False	False	True	forest biome	ENVO:01000174	forest biome				True			volcanic feature	ENVO:00000094	volcanic feature				True			volcanic soil	ENVO:01001841	volcanic soil				True		
SAMEA7723437	Gb0315752	PRJEB42019	ERX4803426|ERX4803858|ERX4804154|ERX4804947|ERX4805597|ERX4806006|ERX4806533|ERX4806972|ERX4807491|ERX4807684|ERX4807873|ERX4811139|ERX4812418|ERX4813013|ERX4813800	2025-01-29	2022-04-01	4426	Environmental	Aquatic	Freshwater	Lake	Sediment	ENVO:01000177	grassland biome	grassland biome	True	True	ENVO:00000389	intermittent wetland	intermittent wetland	True	False	ENVO:00000546	lake sediment	lake sediment	True	True	False	False	True	False	False	False	False	False	True	grassland biome	ENVO:01000177	grassland biome				True			intermittent pond						False	ENVO:00000504	container of an intermittent pond	lake sediment	ENVO:00000546	lake sediment				True		
SAMEA7723438	Gb0315753	PRJEB42019	ERX4803427|ERX4803859|ERX4804155|ERX4804948|ERX4805598|ERX4806007|ERX4806534|ERX4806973|ERX4807957|ERX4811140|ERX4812419|ERX4813014|ERX4813801	2025-01-29	2022-04-01	4426	Environmental	Aquatic	Freshwater	Lake	Sediment	ENVO:01000177	grassland biome	grassland biome	True	True	ENVO:00000389	intermittent wetland	intermittent wetland	True	False	ENVO:00000546	lake sediment	lake sediment	True	True	False	False	True	False	False	False	False	False	True	grassland biome	ENVO:01000177	grassland biome				True			intermittent pond						False	ENVO:00000504	container of an intermittent pond	lake sediment	ENVO:00000546	lake sediment				True		
SAMEA7723439	Gb0315754	PRJEB42019	ERX4803428|ERX4803608|ERX4803860|ERX4804159|ERX4805274|ERX4805602|ERX4806535|ERX4806708|ERX4807290|ERX4807492|ERX4809690|ERX4811144|ERX4812423|ERX4813018|ERX4813805	2025-01-29	2022-04-01	4426	Environmental	Aquatic	Freshwater	Lake	Sediment	ENVO:01000177	grassland biome	grassland biome	True	True	ENVO:00000389	intermittent wetland	intermittent wetland	True	False	ENVO:00000546	lake sediment	lake sediment	True	True	False	False	True	False	False	False	False	False	True	grassland biome	ENVO:01000177	grassland biome				True			intermittent pond						False	ENVO:00000504	container of an intermittent pond	lake sediment	ENVO:00000546	lake sediment				True		
SAMEA7723440	Gb0315755	PRJEB42019	ERX4803429|ERX4803861|ERX4804160|ERX4804951|ERX4805603|ERX4806010|ERX4806536|ERX4806976|ERX4807493|ERX4807686|ERX4807875|ERX4811145|ERX4812424|ERX4813019|ERX4813806	2025-01-29	2022-04-01	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000890	small river biome	small river biome	True	True	ENVO:00000495	tributary	tributary	True	True	ENVO:00002127	stream sediment	stream sediment	True	True	False	False	True	False	False	False	False	False	True	Small river biome	ENVO:00000890	small river biome				True			tributary	ENVO:00000495	tributary				True			stream sediment	ENVO:00002127	stream sediment				True		
SAMEA7723441	Gb0315756	PRJEB42019	ERX4803430|ERX4803609|ERX4803862|ERX4804161|ERX4805275|ERX4805604|ERX4806537|ERX4806709|ERX4807291|ERX4807494|ERX4807687|ERX4807876|ERX4811146|ERX4812425|ERX4813020|ERX4813807	2025-01-29	2022-04-01	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000890	small river biome	small river biome	True	True	ENVO:00000495	tributary	tributary	True	True	ENVO:00002127	stream sediment	stream sediment	True	True	False	False	True	False	False	False	False	False	True	Small river biome	ENVO:00000890	small river biome				True			tributary	ENVO:00000495	tributary				True			stream sediment	ENVO:00002127	stream sediment				True		
SAMEA7723442	Gb0315757	PRJEB42019	ERX4803431|ERX4803863|ERX4804165|ERX4804955|ERX4805608|ERX4806014|ERX4806538|ERX4806980|ERX4807495|ERX4807959|ERX4811150|ERX4812429|ERX4813024|ERX4813811	2025-01-29	2022-04-01	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000890	small river biome	small river biome	True	True	ENVO:00000495	tributary	tributary	True	True	ENVO:00002127	stream sediment	stream sediment	True	True	False	False	True	False	False	False	False	False	True	Small river biome	ENVO:00000890	small river biome				True			tributary	ENVO:00000495	tributary				True			stream sediment	ENVO:00002127	stream sediment				True		
SAMEA7723443	Gb0315417	PRJEB42019	ERX4803432|ERX4803611|ERX4803864|ERX4804174|ERX4805277|ERX4805617|ERX4806539|ERX4806711|ERX4807293|ERX4807496|ERX4807690|ERX4807879|ERX4811163|ERX4812442|ERX4813030|ERX4813817	2025-01-29	2022-04-01	5471	Engineered	Bioreactor	Aerobic	Activated sludge	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00002123	bioreactor	bioreactor	True	False	ENVO:00002059	biosolids	biosolids	True	True	False	False	False	False	False	False	True	False	True	urban biome	ENVO:01000249	urban biome				True			bioreactor	ENVO:00002123	bioreactor				False			biosolids	ENVO:00002059	biosolids				True		
SAMEA7723444	Gb0315418	PRJEB42019	ERX4803433|ERX4803865|ERX4804175|ERX4804960|ERX4805618|ERX4806019|ERX4806540|ERX4806985|ERX4807497|ERX4807691|ERX4807880|ERX4811164|ERX4812443|ERX4813031|ERX4813818	2025-01-29	2022-04-01	5471	Engineered	Bioreactor	Aerobic	Activated sludge	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00002123	bioreactor	bioreactor	True	False	ENVO:00002059	biosolids	biosolids	True	True	False	False	False	False	False	False	True	False	True	urban biome	ENVO:01000249	urban biome				True			bioreactor	ENVO:00002123	bioreactor				False			biosolids	ENVO:00002059	biosolids				True		
SAMEA7723445	Gb0240076	PRJEB42019	ERX4803434|ERX4803866|ERX4804179|ERX4804961|ERX4805622|ERX4806020|ERX4806541|ERX4806986|ERX4807498|ERX4807771|ERX4809695|ERX4811172|ERX4812451|ERX4813032|ERX4813819	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000182	temperate desert biome	temperate desert biome	True	True	ENVO:01001357	desert	desert	True	True	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	temperate desert biome	ENVO:01000182	temperate desert biome				True			desert sand	ENVO:00005800	desert sand				False			soil	ENVO:00001998	soil				True		
SAMEA7723446	Gb0240058	PRJEB42019	ERX4803435|ERX4803867|ERX4804183|ERX4804964|ERX4805626|ERX4806023|ERX4806542|ERX4806989|ERX4807499|ERX4809697|ERX4811176|ERX4812455|ERX4813036|ERX4813823	2024-04-17	2019-09-03	6005	Environmental	Terrestrial	Soil	Temperate forest	Bulk soil	ENVO:01000211	temperate coniferous forest biome	temperate coniferous forest biome	True	True	ENVO:01001785	land	land	True	True	ENVO:00002261	forest soil	forest soil	True	True	True	False	False	False	False	False	False	False	True	temperate coniferous forest biome	ENVO:01000211	temperate coniferous forest biome				True			forest soil	ENVO:00002261	forest soil				False			soil	ENVO:00001998	soil				True		
SAMEA7723447	Gb0240059	PRJEB42019	ERX4803436|ERX4803613|ERX4803868|ERX4804184|ERX4805279|ERX4805627|ERX4806543|ERX4806713|ERX4807295|ERX4807500|ERX4807772|ERX4811177|ERX4812456|ERX4813037|ERX4813824	2024-04-17	2019-09-03	6005	Environmental	Terrestrial	Soil	Temperate forest	Bulk soil	ENVO:01000211	temperate coniferous forest biome	temperate coniferous forest biome	True	True	ENVO:01001785	land	land	True	True	ENVO:00002261	forest soil	forest soil	True	True	True	False	False	False	False	False	False	False	True	temperate coniferous forest biome	ENVO:01000211	temperate coniferous forest biome				True			forest soil	ENVO:00002261	forest soil				False			soil	ENVO:00001998	soil				True		
SAMEA7723448	Gb0240080	PRJEB42019	ERX4803437|ERX4803869|ERX4804187|ERX4804965|ERX4805630|ERX4806024|ERX4806544|ERX4806990|ERX4807501|ERX4807773|ERX4811180|ERX4812459|ERX4813040|ERX4813827	2024-04-17	2019-09-03	4209	Environmental	Terrestrial	Soil	Unclassified	Grasslands	ENVO:01000193	temperate grassland biome	temperate grassland biome	True	True	ENVO:01001811	temperate grassland	temperate grassland	True	True	ENVO:00005750	grassland soil	grassland soil	True	True	True	False	False	False	False	False	False	False	True	temperate grassland biome	ENVO:01000193	temperate grassland biome				True			grassland soil	ENVO:00005750	grassland soil				False			soil	ENVO:00001998	soil				True		
SAMEA7723449	Gb0240081	PRJEB42019	ERX4803438|ERX4803870|ERX4804188|ERX4804966|ERX4805631|ERX4806025|ERX4806545|ERX4806991|ERX4807502|ERX4809698|ERX4811181|ERX4812460|ERX4813041|ERX4813828	2024-04-17	2019-09-03	4209	Environmental	Terrestrial	Soil	Unclassified	Grasslands	ENVO:01000193	temperate grassland biome	temperate grassland biome	True	True	ENVO:01001811	temperate grassland	temperate grassland	True	True	ENVO:00005750	grassland soil	grassland soil	True	True	True	False	False	False	False	False	False	False	True	temperate grassland biome	ENVO:01000193	temperate grassland biome				True			grassland soil	ENVO:00005750	grassland soil				False			soil	ENVO:00001998	soil				True		
SAMEA7723450	Gb0240082	PRJEB42019	ERX4803439|ERX4803871|ERX4804189|ERX4804967|ERX4805632|ERX4806026|ERX4806546|ERX4806992|ERX4807503|ERX4809795|ERX4811182|ERX4812461|ERX4813042|ERX4813829	2024-04-17	2019-09-03	4209	Environmental	Terrestrial	Soil	Unclassified	Grasslands	ENVO:01000193	temperate grassland biome	temperate grassland biome	True	True	ENVO:01001811	temperate grassland	temperate grassland	True	True	ENVO:00005750	grassland soil	grassland soil	True	True	True	False	False	False	False	False	False	False	True	temperate grassland biome	ENVO:01000193	temperate grassland biome				True			grassland soil	ENVO:00005750	grassland soil				False			soil	ENVO:00001998	soil				True		
SAMEA7723451	Gb0240074	PRJEB42019	ERX4803440|ERX4803872|ERX4804191|ERX4804969|ERX4805634|ERX4806028|ERX4806547|ERX4806994|ERX4807504|ERX4809796|ERX4811184|ERX4812463|ERX4813044|ERX4813831	2024-04-17	2019-09-03	6005	Environmental	Terrestrial	Soil	Temperate forest	Bulk soil	ENVO:01000211	temperate coniferous forest biome	temperate coniferous forest biome	True	True	ENVO:01001785	land	land	True	True	ENVO:00002261	forest soil	forest soil	True	True	True	False	False	False	False	False	False	False	True	temperate coniferous forest biome	ENVO:01000211	temperate coniferous forest biome				True			forest soil	ENVO:00002261	forest soil				False			soil	ENVO:00001998	soil				True		
SAMEA7723452	Gb0315795	PRJEB42019	ERX4803441|ERX4803873|ERX4804193|ERX4804971|ERX4805636|ERX4806030|ERX4806548|ERX4806996|ERX4807505|ERX4807692|ERX4807881|ERX4811186|ERX4812465|ERX4813046|ERX4813833	2025-01-29	2022-04-01	6392	Host-associated	Mammals	Integumentary system	Skin	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:01001002	animal-associated environment	animal-associated environment	True	False	ENVO:02000037	sebum material	sebum material	True	True	False	False	False	False	False	True	False	False	True	urban biome	ENVO:01000249	urban biome				True			animal-associated habitat						False	ENVO:01001002	animal-associated environment	sebum	UBERON:0001866	sebum				False		
SAMEA7723453	Gb0315796	PRJEB42019	ERX4803442|ERX4803874|ERX4804194|ERX4804972|ERX4805637|ERX4806031|ERX4806549|ERX4806997|ERX4807506|ERX4807693|ERX4807882|ERX4811187|ERX4812466|ERX4813047|ERX4813834	2025-01-29	2022-04-01	6392	Host-associated	Mammals	Integumentary system	Skin	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:01001002	animal-associated environment	animal-associated environment	True	False	ENVO:02000037	sebum material	sebum material	True	True	False	False	False	False	False	True	False	False	True	urban biome	ENVO:01000249	urban biome				True			animal-associated habitat						False	ENVO:01001002	animal-associated environment	sebum	UBERON:0001866	sebum				False		
