accession	biosampleGoldId	ncbiBioProjectAccession	sraExperimentIds	modDate	addDate	ecosystemPathId	ecosystem	ecosystemCategory	ecosystemType	ecosystemSubtype	specificEcosystem	envoBroadScale_id	envoBroadScale_label	envoBroadScale_label_lu	envoBroadScale_label_exact_match	envoBroadScale_biome	envoLocalScale_id	envoLocalScale_label	envoLocalScale_label_lu	envoLocalScale_label_exact_match	envoLocalScale_abp_subset	envoMedium_id	envoMedium_label	envoMedium_label_lu	envoMedium_label_exact_match	envoMedium_env_mat	envoMedium_soil	envoMedium_liq_water	envoMedium_sediment	envoMedium_fecal_material	envoMedium_animal_manure	envoMedium_bodily_fluid_material	envoMedium_sludge	envoMedium_petroleum	envoMedium_accounted_for	env_broad_scale	env_broad_scale_matched_curie	env_broad_scale_matched_label	env_broad_scale_replacement_curie	env_broad_scale_replacement_label	env_broad_scale_via_obsolescence	is_biome	env_broad_scale_curation_curie	env_broad_scale_curation_label	env_local_scale	env_local_scale_matched_curie	env_local_scale_matched_label	env_local_scale_replacement_curie	env_local_scale_replacement_label	env_local_scale_via_obsolescence	is_selected_abp	env_local_scale_curation_curie	env_local_scale_curation_label	env_medium	env_medium_matched_curie	env_medium_matched_label	env_medium_replacement_curie	env_medium_replacement_label	env_medium_via_obsolescence	is_env_mat	env_medium_curation_curie	env_medium_curation_label
SAMEA7724248	Gb0239979	PRJEB42019	ERX4804720|ERX4806421|ERX4811304|ERX4812583|ERX4813294|ERX4814081	2024-04-17	2019-09-03	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	marine salt marsh biome	True	True	ENVO:00000054	saline marsh	saline marsh	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	marine salt marsh biome	ENVO:01000022	marine salt marsh biome				True			saline marsh	ENVO:00000054	saline marsh				False			soil	ENVO:00001998	soil				True		
SAMEA7724249	Gb0239980	PRJEB42019	ERX4804721|ERX4806422|ERX4811305|ERX4812584|ERX4813295|ERX4814082	2024-04-17	2019-09-03	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	marine salt marsh biome	True	True	ENVO:00000054	saline marsh	saline marsh	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	marine salt marsh biome	ENVO:01000022	marine salt marsh biome				True			saline marsh	ENVO:00000054	saline marsh				False			soil	ENVO:00001998	soil				True		
SAMEA7724250	Gb0239982	PRJEB42019	ERX4804722|ERX4813297|ERX4814084	2024-04-17	2019-09-03	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	marine salt marsh biome	True	True	ENVO:00000054	saline marsh	saline marsh	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	marine salt marsh biome	ENVO:01000022	marine salt marsh biome				True			saline marsh	ENVO:00000054	saline marsh				False			soil	ENVO:00001998	soil				True		
SAMEA7724251	Gb0239983	PRJEB42019	ERX4804723|ERX4806424|ERX4813298|ERX4814085	2024-04-17	2019-09-03	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	marine salt marsh biome	True	True	ENVO:00000054	saline marsh	saline marsh	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	marine salt marsh biome	ENVO:01000022	marine salt marsh biome				True			saline marsh	ENVO:00000054	saline marsh				False			soil	ENVO:00001998	soil				True		
SAMEA7724252	Gb0239984	PRJEB42019	ERX4804724|ERX4806425|ERX4811306|ERX4812585|ERX4813299|ERX4814086	2024-04-17	2019-09-03	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	marine salt marsh biome	True	True	ENVO:00000054	saline marsh	saline marsh	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	marine salt marsh biome	ENVO:01000022	marine salt marsh biome				True			saline marsh	ENVO:00000054	saline marsh				False			soil	ENVO:00001998	soil				True		
SAMEA7724253	Gb0239985	PRJEB42019	ERX4804725|ERX4806426|ERX4811307|ERX4812586|ERX4813300|ERX4814087	2024-04-17	2019-09-03	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	marine salt marsh biome	True	True	ENVO:00000054	saline marsh	saline marsh	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	marine salt marsh biome	ENVO:01000022	marine salt marsh biome				True			saline marsh	ENVO:00000054	saline marsh				False			soil	ENVO:00001998	soil				True		
SAMEA7724254	Gb0239986	PRJEB42019	ERX4804726|ERX4813301|ERX4814088	2024-04-17	2019-09-03	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	marine salt marsh biome	True	True	ENVO:00000054	saline marsh	saline marsh	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	marine salt marsh biome	ENVO:01000022	marine salt marsh biome				True			saline marsh	ENVO:00000054	saline marsh				False			soil	ENVO:00001998	soil				True		
SAMEA7724255	Gb0239987	PRJEB42019	ERX4804727|ERX4806427|ERX4811308|ERX4812587|ERX4813302|ERX4814089	2024-04-17	2019-09-03	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	marine salt marsh biome	True	True	ENVO:00000054	saline marsh	saline marsh	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	marine salt marsh biome	ENVO:01000022	marine salt marsh biome				True			saline marsh	ENVO:00000054	saline marsh				False			soil	ENVO:00001998	soil				True		
SAMEA7724256	Gb0239988	PRJEB42019	ERX4804728|ERX4806428|ERX4811309|ERX4812588|ERX4813303|ERX4814090	2024-04-17	2019-09-03	4012	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	ENVO:01000022	marine salt marsh biome	marine salt marsh biome	True	True	ENVO:00000054	saline marsh	saline marsh	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	marine salt marsh biome	ENVO:01000022	marine salt marsh biome				True			saline marsh	ENVO:00000054	saline marsh				False			soil	ENVO:00001998	soil				True		
SAMEA7724257	Gb0239989	PRJEB42019	ERX4804729|ERX4806429|ERX4813319|ERX4814106	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724258	Gb0239990	PRJEB42019	ERX4804730|ERX4811320|ERX4812599|ERX4813320|ERX4814107	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724259	Gb0239991	PRJEB42019	ERX4804731|ERX4811321|ERX4812600|ERX4813321|ERX4814108	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724260	Gb0239992	PRJEB42019	ERX4804732|ERX4806430|ERX4813322|ERX4814109	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724261	Gb0239993	PRJEB42019	ERX4804733|ERX4806431|ERX4813323|ERX4814110	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724262	Gb0239994	PRJEB42019	ERX4804734|ERX4813324|ERX4814111	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724263	Gb0239995	PRJEB42019	ERX4804735|ERX4806432|ERX4811322|ERX4812601|ERX4813325|ERX4814112	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724264	Gb0239996	PRJEB42019	ERX4804736|ERX4806433|ERX4813326|ERX4814113	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724265	Gb0239997	PRJEB42019	ERX4804737|ERX4806434|ERX4813327|ERX4814114	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724266	Gb0239998	PRJEB42019	ERX4804738|ERX4813328|ERX4814115	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724267	Gb0239999	PRJEB42019	ERX4804739|ERX4806435|ERX4813329|ERX4814116	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724268	Gb0240000	PRJEB42019	ERX4804740|ERX4811323|ERX4812602|ERX4813330|ERX4814117	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724269	Gb0240001	PRJEB42019	ERX4804741|ERX4813331|ERX4814118	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724270	Gb0240002	PRJEB42019	ERX4804742|ERX4811324|ERX4812603|ERX4813332|ERX4814119	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724271	Gb0240003	PRJEB42019	ERX4804743|ERX4813333|ERX4814120	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724272	Gb0240004	PRJEB42019	ERX4804744|ERX4813334|ERX4814121	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724273	Gb0240005	PRJEB42019	ERX4804745|ERX4811325|ERX4812604|ERX4813335|ERX4814122	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724274	Gb0240006	PRJEB42019	ERX4804746|ERX4806436|ERX4813336|ERX4814123	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724275	Gb0240007	PRJEB42019	ERX4804747|ERX4813337|ERX4814124	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724276	Gb0240008	PRJEB42019	ERX4804748|ERX4806437|ERX4811326|ERX4812605|ERX4813338|ERX4814125	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724277	Gb0240009	PRJEB42019	ERX4804749|ERX4806438|ERX4813339|ERX4814126	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724278	Gb0240010	PRJEB42019	ERX4804750|ERX4811327|ERX4812606|ERX4813340|ERX4814127	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724279	Gb0240011	PRJEB42019	ERX4804751|ERX4806439|ERX4811328|ERX4812607|ERX4813341|ERX4814128	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724280	Gb0240012	PRJEB42019	ERX4804752|ERX4811329|ERX4812608|ERX4813342|ERX4814129	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724281	Gb0240013	PRJEB42019	ERX4804753|ERX4806440|ERX4811330|ERX4812609|ERX4813343|ERX4814130	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724282	Gb0240014	PRJEB42019	ERX4804754|ERX4811331|ERX4812610|ERX4813344|ERX4814131	2024-04-17	2019-09-03	4202	Environmental	Terrestrial	Soil	Sand	Desert	ENVO:01000179	desert biome	desert biome	True	True	ENVO:01000185	montane desert biome	montane desert biome	True	False	ENVO:00005741	alpine soil	alpine soil	True	True	True	False	False	False	False	False	False	False	True	desert biome	ENVO:01000179	desert biome				True			montane desert						False	ENVO:01001903	montane desert ecosystem	alpine soil	ENVO:00005741	alpine soil				True		
SAMEA7724283	Gb0239935	PRJEB42019	ERX4804755|ERX4811332|ERX4812611|ERX4813345|ERX4814132	2024-04-17	2019-09-03	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	cropland biome	True	True	ENVO:00000161	banana plantation	banana plantation	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	cropland biome	ENVO:01000245	cropland biome				True			banana plantation	ENVO:00000161	banana plantation				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724284	Gb0239936	PRJEB42019	ERX4804756|ERX4811333|ERX4812612|ERX4813346|ERX4814133	2024-04-17	2019-09-03	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	cropland biome	True	True	ENVO:00000161	banana plantation	banana plantation	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	cropland biome	ENVO:01000245	cropland biome				True			banana plantation	ENVO:00000161	banana plantation				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724285	Gb0239937	PRJEB42019	ERX4804757|ERX4811334|ERX4812613|ERX4813347|ERX4814134	2024-04-17	2019-09-03	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	cropland biome	True	True	ENVO:00000161	banana plantation	banana plantation	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	cropland biome	ENVO:01000245	cropland biome				True			banana plantation	ENVO:00000161	banana plantation				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724286	Gb0239951	PRJEB42019	ERX4804758|ERX4806441|ERX4811335|ERX4812614|ERX4813348|ERX4814135	2024-04-17	2019-09-03	6016	Environmental	Terrestrial	Soil	Tropical forest	Bulk soil	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000119	planted forest	planted forest	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			planted forest	ENVO:00000119	planted forest				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724287	Gb0239952	PRJEB42019	ERX4804759|ERX4806442|ERX4813349|ERX4814136	2024-04-17	2019-09-03	6016	Environmental	Terrestrial	Soil	Tropical forest	Bulk soil	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000119	planted forest	planted forest	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			planted forest	ENVO:00000119	planted forest				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724288	Gb0239938	PRJEB42019	ERX4804760|ERX4811336|ERX4812615|ERX4813350|ERX4814137	2024-04-17	2019-09-03	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	cropland biome	True	True	ENVO:00000119	planted forest	planted forest	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	cropland biome	ENVO:01000245	cropland biome				True			planted forest	ENVO:00000119	planted forest				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724289	Gb0239939	PRJEB42019	ERX4804761|ERX4806443|ERX4811337|ERX4812616|ERX4813351|ERX4814138	2024-04-17	2019-09-03	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	cropland biome	True	True	ENVO:00000119	planted forest	planted forest	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	cropland biome	ENVO:01000245	cropland biome				True			planted forest	ENVO:00000119	planted forest				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724290	Gb0239940	PRJEB42019	ERX4804762|ERX4806444|ERX4813352|ERX4814139	2024-04-17	2019-09-03	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000245	cropland biome	cropland biome	True	True	ENVO:00000119	planted forest	planted forest	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	cropland biome	ENVO:01000245	cropland biome				True			planted forest	ENVO:00000119	planted forest				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724291	Gb0240018	PRJEB42019	ERX4804763|ERX4811338|ERX4812617|ERX4813353|ERX4814140	2024-04-17	2019-09-03	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000120	oil palm plantation	oil palm plantation	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			oil palm plantation	ENVO:00000120	oil palm plantation				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724292	Gb0240019	PRJEB42019	ERX4804764|ERX4806445|ERX4811339|ERX4812618|ERX4813354|ERX4814141	2024-04-17	2019-09-03	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000120	oil palm plantation	oil palm plantation	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			oil palm plantation	ENVO:00000120	oil palm plantation				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724293	Gb0240020	PRJEB42019	ERX4804765|ERX4806446|ERX4811340|ERX4812619|ERX4813355|ERX4814142	2024-04-17	2019-09-03	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000120	oil palm plantation	oil palm plantation	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			oil palm plantation	ENVO:00000120	oil palm plantation				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724294	Gb0240015	PRJEB42019	ERX4804766|ERX4811341|ERX4812620|ERX4813356|ERX4814143	2024-04-17	2019-09-03	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000120	oil palm plantation	oil palm plantation	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			oil palm plantation	ENVO:00000120	oil palm plantation				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724295	Gb0240016	PRJEB42019	ERX4804767|ERX4811342|ERX4812621|ERX4813357|ERX4814144	2024-04-17	2019-09-03	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000120	oil palm plantation	oil palm plantation	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			oil palm plantation	ENVO:00000120	oil palm plantation				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724296	Gb0240017	PRJEB42019	ERX4804768|ERX4811343|ERX4812622|ERX4813358|ERX4814145	2024-04-17	2019-09-03	4213	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000120	oil palm plantation	oil palm plantation	True	True	ENVO:02000059	surface soil	surface soil	True	True	True	False	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			oil palm plantation	ENVO:00000120	oil palm plantation				True			surface soil	ENVO:02000059	surface soil				True		
SAMEA7724297	Gb0239918	PRJEB42019	ERX4804769|ERX4806447|ERX4813359|ERX4814146	2024-04-17	2019-09-03	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000219	anthropogenic terrestrial biome	anthropogenic terrestrial biome	True	True	ENVO:00002204	anthropogenic contamination feature	anthropogenic contamination feature	True	True	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	anthropogenic terrestrial biome	ENVO:01000219	anthropogenic terrestrial biome				True			anthropogenic contamination feature	ENVO:00002204	anthropogenic contamination feature				True			soil	ENVO:00001998	soil				True		
