accession	db	is_primary	content
SAMEA7724367	SRA		ERS5471744
SAMEA7724368	BioSample	1	SAMEA7724368
SAMEA7724368	SRA		ERS5471745
SAMEA7724369	BioSample	1	SAMEA7724369
SAMEA7724369	SRA		ERS5471746
SAMEA7724370	BioSample	1	SAMEA7724370
SAMEA7724370	SRA		ERS5471747
SAMEA7724371	BioSample	1	SAMEA7724371
SAMEA7724371	SRA		ERS5471748
SAMEA7724372	BioSample	1	SAMEA7724372
SAMEA7724372	SRA		ERS5471749
SAMEA7724373	BioSample	1	SAMEA7724373
SAMEA7724373	SRA		ERS5471750
SAMEA7724374	BioSample	1	SAMEA7724374
SAMEA7724374	SRA		ERS5471751
SAMEA7724375	BioSample	1	SAMEA7724375
SAMEA7724375	SRA		ERS5471752
SAMEA7724376	BioSample	1	SAMEA7724376
SAMEA7724376	SRA		ERS5471753
SAMEA7724377	BioSample	1	SAMEA7724377
SAMEA7724377	SRA		ERS5471754
SAMEA7724378	BioSample	1	SAMEA7724378
SAMEA7724378	SRA		ERS5471755
SAMEA7724379	BioSample	1	SAMEA7724379
SAMEA7724379	SRA		ERS5471756
SAMEA7724380	BioSample	1	SAMEA7724380
SAMEA7724380	SRA		ERS5471757
SAMEA7724381	BioSample	1	SAMEA7724381
SAMEA7724381	SRA		ERS5471758
SAMEA7724382	BioSample	1	SAMEA7724382
SAMEA7724382	SRA		ERS5471759
SAMEA7724383	BioSample	1	SAMEA7724383
SAMEA7724383	SRA		ERS5471760
SAMEA7724384	BioSample	1	SAMEA7724384
SAMEA7724384	SRA		ERS5471761
SAMEA7724385	BioSample	1	SAMEA7724385
SAMEA7724385	SRA		ERS5471762
SAMEA7724386	BioSample	1	SAMEA7724386
SAMEA7724386	SRA		ERS5471763
SAMEA7724387	BioSample	1	SAMEA7724387
SAMEA7724387	SRA		ERS5471764
SAMEA7724388	BioSample	1	SAMEA7724388
SAMEA7724388	SRA		ERS5471765
SAMEA7724389	BioSample	1	SAMEA7724389
SAMEA7724389	SRA		ERS5471766
SAMEA7724390	BioSample	1	SAMEA7724390
SAMEA7724390	SRA		ERS5471767
SAMEA7724391	BioSample	1	SAMEA7724391
SAMEA7724391	SRA		ERS5471768
SAMEA7724392	BioSample	1	SAMEA7724392
SAMEA7724392	SRA		ERS5471769
SAMEA7724393	BioSample	1	SAMEA7724393
SAMEA7724393	SRA		ERS5471770
SAMEA7724394	BioSample	1	SAMEA7724394
SAMEA7724394	SRA		ERS5471771
SAMEA7724395	BioSample	1	SAMEA7724395
SAMEA7724395	SRA		ERS5471772
SAMEA7724396	BioSample	1	SAMEA7724396
SAMEA7724396	SRA		ERS5471773
SAMEA7724397	BioSample	1	SAMEA7724397
SAMEA7724397	SRA		ERS5471774
SAMEA7724398	BioSample	1	SAMEA7724398
SAMEA7724398	SRA		ERS5471775
SAMEA7724399	BioSample	1	SAMEA7724399
SAMEA7724399	SRA		ERS5471776
SAMEA7724400	BioSample	1	SAMEA7724400
SAMEA7724400	SRA		ERS5471777
SAMEA7724401	BioSample	1	SAMEA7724401
SAMEA7724401	SRA		ERS5471778
SAMEA7724402	BioSample	1	SAMEA7724402
SAMEA7724402	SRA		ERS5471779
SAMEA7724403	BioSample	1	SAMEA7724403
SAMEA7724403	SRA		ERS5471780
SAMEA7724404	BioSample	1	SAMEA7724404
SAMEA7724404	SRA		ERS5471781
SAMEA7724405	BioSample	1	SAMEA7724405
SAMEA7724405	SRA		ERS5471782
SAMEA7724406	BioSample	1	SAMEA7724406
SAMEA7724406	SRA		ERS5471783
SAMEA7724407	BioSample	1	SAMEA7724407
SAMEA7724407	SRA		ERS5471784
SAMEA7724408	BioSample	1	SAMEA7724408
SAMEA7724408	SRA		ERS5471785
SAMEA7724409	BioSample	1	SAMEA7724409
SAMEA7724409	SRA		ERS5471786
SAMEA7724410	BioSample	1	SAMEA7724410
SAMEA7724410	SRA		ERS5471787
SAMEA7724411	BioSample	1	SAMEA7724411
SAMEA7724411	SRA		ERS5471788
SAMEA7724412	BioSample	1	SAMEA7724412
SAMEA7724412	SRA		ERS5471789
SAMEA7724413	BioSample	1	SAMEA7724413
SAMEA7724413	SRA		ERS5471790
SAMEA7724414	BioSample	1	SAMEA7724414
SAMEA7724414	SRA		ERS5471791
SAMEA7724415	BioSample	1	SAMEA7724415
SAMEA7724415	SRA		ERS5471792
SAMEA7724416	BioSample	1	SAMEA7724416
SAMEA7724416	SRA		ERS5471793
SAMEA7724417	BioSample	1	SAMEA7724417
SAMEA7724417	SRA		ERS5471794
SAMEA7724418	BioSample	1	SAMEA7724418
SAMEA7724418	SRA		ERS5471795
SAMEA7724419	BioSample	1	SAMEA7724419
SAMEA7724419	SRA		ERS5471796
SAMEA7724420	BioSample	1	SAMEA7724420
SAMEA7724420	SRA		ERS5471797
SAMEA7724421	BioSample	1	SAMEA7724421
SAMEA7724421	SRA		ERS5471798
SAMEA7724422	BioSample	1	SAMEA7724422
SAMEA7724422	SRA		ERS5471799
SAMEA7724423	BioSample	1	SAMEA7724423
SAMEA7724423	SRA		ERS5471800
SAMEA7724424	BioSample	1	SAMEA7724424
SAMEA7724424	SRA		ERS5471801
SAMEA7724425	BioSample	1	SAMEA7724425
SAMEA7724425	SRA		ERS5471802
SAMEA7724426	BioSample	1	SAMEA7724426
SAMEA7724426	SRA		ERS5471803
SAMEA7724427	BioSample	1	SAMEA7724427
SAMEA7724427	SRA		ERS5471804
SAMEA7724428	BioSample	1	SAMEA7724428
SAMEA7724428	SRA		ERS5471805
SAMEA7724429	BioSample	1	SAMEA7724429
SAMEA7724429	SRA		ERS5471806
SAMEA7724430	BioSample	1	SAMEA7724430
SAMEA7724430	SRA		ERS5471807
SAMEA7724431	BioSample	1	SAMEA7724431
SAMEA7724431	SRA		ERS5471808
SAMEA7724432	BioSample	1	SAMEA7724432
SAMEA7724432	SRA		ERS5471809
SAMEA7724433	BioSample	1	SAMEA7724433
SAMEA7724433	SRA		ERS5471810
SAMEA7724434	BioSample	1	SAMEA7724434
SAMEA7724434	SRA		ERS5471811
SAMEA7724435	BioSample	1	SAMEA7724435
SAMEA7724435	SRA		ERS5471812
SAMEA7724436	BioSample	1	SAMEA7724436
SAMEA7724436	SRA		ERS5471813
SAMEA7724437	BioSample	1	SAMEA7724437
SAMEA7724437	SRA		ERS5471814
SAMEA7724438	BioSample	1	SAMEA7724438
SAMEA7724438	SRA		ERS5471815
SAMEA7724439	BioSample	1	SAMEA7724439
SAMEA7724439	SRA		ERS5471816
SAMEA7724440	BioSample	1	SAMEA7724440
SAMEA7724440	SRA		ERS5471817
SAMEA7724441	BioSample	1	SAMEA7724441
SAMEA7724441	SRA		ERS5471818
SAMEA7724442	BioSample	1	SAMEA7724442
SAMEA7724442	SRA		ERS5471819
SAMEA7724443	BioSample	1	SAMEA7724443
SAMEA7724443	SRA		ERS5471820
SAMEA7724444	BioSample	1	SAMEA7724444
SAMEA7724444	SRA		ERS5471821
SAMEA7724445	BioSample	1	SAMEA7724445
SAMEA7724445	SRA		ERS5471822
SAMEA7724446	BioSample	1	SAMEA7724446
SAMEA7724446	SRA		ERS5471823
SAMEA7724447	BioSample	1	SAMEA7724447
SAMEA7724447	SRA		ERS5471824
SAMEA7724448	BioSample	1	SAMEA7724448
SAMEA7724448	SRA		ERS5471825
SAMEA7724449	BioSample	1	SAMEA7724449
SAMEA7724449	SRA		ERS5471826
SAMEA7724450	BioSample	1	SAMEA7724450
SAMEA7724450	SRA		ERS5471827
SAMEA7724451	BioSample	1	SAMEA7724451
SAMEA7724451	SRA		ERS5471828
SAMEA7724452	BioSample	1	SAMEA7724452
SAMEA7724452	SRA		ERS5471829
SAMEA7724453	BioSample	1	SAMEA7724453
SAMEA7724453	SRA		ERS5471830
SAMEA7724454	BioSample	1	SAMEA7724454
SAMEA7724454	SRA		ERS5471831
SAMEA7724455	BioSample	1	SAMEA7724455
SAMEA7724455	SRA		ERS5471832
SAMEA7727180	BioSample	1	SAMEA7727180
SAMEA7727180	SRA		ERS5474553
SAMEA7727181	BioSample	1	SAMEA7727181
SAMEA7727181	SRA		ERS5474554
SAMEA7727182	BioSample	1	SAMEA7727182
SAMEA7727182	SRA		ERS5474555
SAMEA7727183	BioSample	1	SAMEA7727183
SAMEA7727183	SRA		ERS5474556
SAMEA7727184	BioSample	1	SAMEA7727184
SAMEA7727184	SRA		ERS5474557
